PID,object,location,object_and_location
0,0.4166666666666667,0.5,0.27777777777777773
1,0.25,0.6944444444444443,0.2222222222222222
2,0.6388888888888888,0.7777777777777777,0.0
3,0.25,0.6388888888888888,0.27777777777777773
4,0.8333333333333334,0.8333333333333334,0.08333333333333333
5,0.25,0.38888888888888884,0.4444444444444444
6,0.75,0.8055555555555555,0.0
7,0.6944444444444443,0.6388888888888888,0.08333333333333333
8,0.47222222222222215,0.5833333333333333,0.2222222222222222
9,0.27777777777777773,0.8333333333333334,0.16666666666666666
10,0.47222222222222215,0.5,0.3333333333333333
11,0.5,0.611111111111111,0.19444444444444442
12,0.6944444444444443,1.0,0.0
13,0.5555555555555555,0.5555555555555555,0.25
14,0.3333333333333333,0.2222222222222222,0.6666666666666666
15,0.611111111111111,0.5833333333333333,0.19444444444444442
16,0.6388888888888888,0.4444444444444444,0.19444444444444442
17,0.25,0.6388888888888888,0.3611111111111111
18,0.08333333333333333,0.25,0.6666666666666666
19,0.9166666666666666,0.0,0.08333333333333333
20,0.5555555555555555,0.4444444444444444,0.4444444444444444
21,0.08333333333333333,0.19444444444444442,0.7222222222222222
22,0.8055555555555555,0.8333333333333334,0.0
23,0.3611111111111111,0.5555555555555555,0.4444444444444444
24,0.8333333333333334,0.8888888888888888,0.0
25,0.6666666666666666,0.8888888888888888,0.0
26,0.47222222222222215,0.4444444444444444,0.3611111111111111
27,0.7222222222222222,0.27777777777777773,0.19444444444444442
28,0.3333333333333333,0.25,0.5833333333333334
29,0.27777777777777773,0.3611111111111111,0.47222222222222215
30,0.75,0.5555555555555555,0.25
31,0.6666666666666666,0.5,0.08333333333333333
32,0.47222222222222215,0.27777777777777773,0.25
33,0.6388888888888888,0.611111111111111,0.27777777777777773
34,0.16666666666666666,0.3055555555555555,0.5277777777777778
35,0.6944444444444443,0.27777777777777773,0.3055555555555555
36,0.38888888888888884,0.8888888888888888,0.0
37,0.16666666666666666,0.3611111111111111,0.47222222222222215
38,0.5555555555555555,0.5,0.25
39,0.6944444444444443,0.6666666666666666,0.2222222222222222
