PID,object,location,object_and_location
0,0.27777777777777773,0.08333333333333333,0.6388888888888888
1,0.08333333333333333,0.25,0.75
2,0.27777777777777773,0.3611111111111111,0.5555555555555555
3,0.19444444444444442,0.4166666666666667,0.5
4,0.19444444444444442,0.19444444444444442,0.6944444444444443
5,0.611111111111111,0.19444444444444442,0.3055555555555555
6,0.4444444444444444,0.5555555555555555,0.2222222222222222
7,0.4166666666666667,0.5277777777777778,0.3055555555555555
8,0.4444444444444444,0.3333333333333333,0.47222222222222215
9,0.08333333333333333,0.0,0.9166666666666666
10,0.25,0.75,0.16666666666666666
11,0.19444444444444442,0.3333333333333333,0.47222222222222215
12,0.16666666666666666,0.1111111111111111,0.7222222222222222
13,0.5555555555555555,0.7222222222222222,0.08333333333333333
14,0.5,0.5833333333333334,0.25
15,0.19444444444444442,0.4444444444444444,0.47222222222222215
16,0.16666666666666666,0.3333333333333333,0.5833333333333334
17,0.4166666666666667,0.4166666666666667,0.5
18,0.4166666666666667,0.5833333333333334,0.08333333333333333
19,0.5833333333333334,0.5833333333333334,0.16666666666666666
20,0.5277777777777778,0.7222222222222222,0.19444444444444442
21,0.3611111111111111,0.25,0.5555555555555555
22,0.5555555555555555,0.75,0.0
23,0.47222222222222215,0.5833333333333334,0.1111111111111111
24,0.4444444444444444,0.5277777777777778,0.19444444444444442
25,0.4444444444444444,0.3611111111111111,0.27777777777777773
26,0.5555555555555555,0.5277777777777778,0.08333333333333333
27,0.47222222222222215,0.3611111111111111,0.3611111111111111
28,0.38888888888888884,0.3611111111111111,0.4166666666666667
29,0.08333333333333333,0.27777777777777773,0.6388888888888888
30,0.47222222222222215,0.38888888888888884,0.25
31,0.611111111111111,0.27777777777777773,0.38888888888888884
32,0.3333333333333333,0.3333333333333333,0.5
33,0.3333333333333333,0.1111111111111111,0.6666666666666666
34,0.611111111111111,0.47222222222222215,0.3055555555555555
35,0.19444444444444442,0.16666666666666666,0.7222222222222222
36,0.25,0.3611111111111111,0.38888888888888884
37,0.4166666666666667,0.1111111111111111,0.5833333333333333
38,0.16666666666666666,0.3055555555555555,0.611111111111111
39,0.3333333333333333,0.6666666666666666,0.2222222222222222
