PID,object,location,object_and_location
0,0.9166666666666666,0.9166666666666666,0.0
1,0.8333333333333334,0.8333333333333334,0.0
2,1.0,0.5555555555555555,0.0
3,1.0,0.5555555555555555,0.0
4,1.0,0.8333333333333334,0.0
5,0.6944444444444443,0.3611111111111111,0.2222222222222222
6,0.7222222222222222,0.7222222222222222,0.16666666666666666
7,0.9166666666666666,0.611111111111111,0.0
8,1.0,0.8333333333333334,0.0
9,1.0,0.6388888888888888,0.0
10,1.0,0.9166666666666666,0.0
11,1.0,0.5555555555555555,0.0
12,1.0,0.9166666666666666,0.0
13,0.8888888888888888,0.7222222222222222,0.1111111111111111
14,0.8888888888888888,0.6666666666666666,0.0
15,1.0,0.9166666666666666,0.0
16,1.0,0.5833333333333334,0.0
17,1.0,0.75,0.0
18,0.9166666666666666,0.6666666666666666,0.08333333333333333
19,0.8055555555555555,0.0,0.19444444444444442
20,1.0,0.75,0.0
21,0.6666666666666666,0.5,0.25
22,0.8888888888888888,0.611111111111111,0.0
23,0.8333333333333334,0.7222222222222222,0.08333333333333333
24,1.0,0.6666666666666666,0.0
25,0.75,0.5277777777777778,0.16666666666666666
26,1.0,0.8333333333333334,0.0
27,1.0,0.8055555555555555,0.0
28,0.8333333333333334,0.5833333333333334,0.0
29,1.0,0.7222222222222222,0.0
30,0.8055555555555555,0.5833333333333334,0.1111111111111111
31,0.8888888888888888,0.4444444444444444,0.0
32,1.0,0.4166666666666667,0.0
33,0.8055555555555555,0.75,0.0
34,0.75,0.5,0.16666666666666666
35,1.0,0.8055555555555555,0.0
36,0.9166666666666666,0.8333333333333334,0.0
37,0.3333333333333333,0.3611111111111111,0.38888888888888884
38,0.8333333333333334,0.3055555555555555,0.08333333333333333
39,0.9166666666666666,0.5277777777777778,0.08333333333333333
