PID,object,location,object_and_location
0,0.47222222222222215,0.3611111111111111,0.4444444444444444
1,0.9166666666666666,0.6666666666666666,0.0
2,0.75,0.8055555555555555,0.08333333333333333
3,0.6666666666666666,0.5,0.3333333333333333
4,0.8888888888888888,0.5833333333333334,0.0
5,0.8333333333333334,0.5,0.16666666666666666
6,0.5833333333333334,0.5555555555555555,0.1111111111111111
7,0.5,0.5,0.25
8,1.0,0.7222222222222222,0.0
9,0.8888888888888888,0.49999999999999994,0.0
10,0.9166666666666666,0.5833333333333334,0.08333333333333333
11,0.8333333333333334,0.5277777777777778,0.0
12,1.0,0.6666666666666666,0.0
13,1.0,0.6944444444444443,0.0
14,0.1111111111111111,0.1111111111111111,0.7777777777777777
15,0.7777777777777777,0.8055555555555555,0.1111111111111111
16,0.7222222222222222,0.8055555555555555,0.1111111111111111
17,0.8888888888888888,0.6944444444444443,0.0
18,1.0,0.8888888888888888,0.0
19,0.8888888888888888,0.47222222222222215,0.0
20,0.8055555555555555,0.3055555555555555,0.19444444444444442
21,0.6388888888888888,0.5555555555555555,0.19444444444444442
22,0.8333333333333334,0.5555555555555555,0.08333333333333333
23,1.0,0.75,0.0
24,0.7777777777777777,0.6944444444444443,0.1111111111111111
25,0.9166666666666666,0.7777777777777777,0.0
26,0.8888888888888888,0.6944444444444443,0.1111111111111111
27,1.0,0.9166666666666666,0.0
28,0.8055555555555555,0.8055555555555555,0.0
29,0.7222222222222222,0.38888888888888884,0.19444444444444442
30,1.0,0.8055555555555555,0.0
31,1.0,0.6388888888888888,0.0
32,0.6944444444444443,0.38888888888888884,0.2222222222222222
33,1.0,1.0,0.0
34,0.8055555555555555,0.5833333333333334,0.0
35,0.9166666666666666,0.5555555555555555,0.0
36,0.9166666666666666,0.7222222222222222,0.0
37,0.8055555555555555,0.6388888888888888,0.0
38,0.6944444444444443,0.611111111111111,0.1111111111111111
39,1.0,0.5277777777777778,0.0
