PID,object,location,object_and_location
0,0.9166666666666666,0.75,0.0
1,0.5555555555555555,0.4444444444444444,0.2222222222222222
2,0.9166666666666666,0.8055555555555555,0.08333333333333333
3,1.0,0.4444444444444444,0.0
4,0.8888888888888888,0.4444444444444444,0.0
5,0.611111111111111,0.5,0.19444444444444442
6,0.9166666666666666,0.75,0.0
7,0.75,0.611111111111111,0.08333333333333333
8,1.0,0.47222222222222215,0.0
9,0.8055555555555555,0.6388888888888888,0.0
10,0.9166666666666666,0.6944444444444443,0.0
11,0.8055555555555555,0.8055555555555555,0.0
12,1.0,0.6944444444444443,0.0
13,0.8055555555555555,0.3611111111111111,0.0
14,0.4444444444444444,0.16666666666666666,0.5555555555555555
15,1.0,0.3055555555555555,0.0
16,0.7222222222222222,0.5277777777777778,0.1111111111111111
17,1.0,0.7777777777777777,0.0
18,1.0,0.6944444444444443,0.0
19,0.9166666666666666,0.0,0.08333333333333333
20,0.8888888888888888,0.611111111111111,0.0
21,0.5833333333333333,0.27777777777777773,0.2222222222222222
22,0.9166666666666666,1.0,0.0
23,0.75,0.4166666666666667,0.08333333333333333
24,0.8888888888888888,0.8888888888888888,0.0
25,1.0,0.6944444444444443,0.0
26,0.8333333333333334,0.9166666666666666,0.0
27,1.0,0.7777777777777777,0.0
28,0.5833333333333334,0.47222222222222215,0.3333333333333333
29,0.9166666666666666,0.611111111111111,0.0
30,1.0,0.6944444444444443,0.0
31,0.9166666666666666,0.6944444444444443,0.0
32,0.611111111111111,0.08333333333333333,0.3055555555555555
33,0.8888888888888888,0.6666666666666666,0.1111111111111111
34,0.4444444444444444,0.27777777777777773,0.3611111111111111
35,0.7777777777777777,0.7222222222222222,0.0
36,0.8888888888888888,1.0,0.0
37,0.27777777777777773,0.19444444444444442,0.5277777777777778
38,0.9166666666666666,0.5833333333333334,0.0
39,0.5,0.5,0.3333333333333333
