PID,object,location,object_and_location
0,0.3333333333333333,0.27777777777777773,0.47222222222222215
1,0.4444444444444444,0.4444444444444444,0.4444444444444444
2,0.5555555555555555,0.3333333333333333,0.3333333333333333
3,0.16666666666666666,0.19444444444444442,0.6388888888888888
4,0.7222222222222222,0.47222222222222215,0.19444444444444442
5,0.3055555555555555,0.3333333333333333,0.4444444444444444
6,0.6388888888888888,0.19444444444444442,0.3611111111111111
7,0.3055555555555555,0.4166666666666667,0.5
8,0.3611111111111111,0.3055555555555555,0.5277777777777778
9,0.27777777777777773,0.08333333333333333,0.6388888888888888
10,0.19444444444444442,0.3055555555555555,0.5
11,0.3055555555555555,0.3055555555555555,0.5
12,0.4444444444444444,0.6388888888888888,0.16666666666666666
13,0.27777777777777773,0.5555555555555555,0.25
14,0.4444444444444444,0.2222222222222222,0.3333333333333333
15,0.25,0.4166666666666667,0.4166666666666667
16,0.25,0.47222222222222215,0.4444444444444444
17,0.4166666666666667,0.611111111111111,0.27777777777777773
18,0.3333333333333333,0.7222222222222222,0.27777777777777773
19,0.16666666666666666,0.47222222222222215,0.5277777777777778
20,0.5277777777777778,0.75,0.16666666666666666
21,0.75,0.5555555555555555,0.25
22,0.5833333333333334,1.0,0.0
23,0.5,0.5833333333333334,0.16666666666666666
24,0.3055555555555555,0.27777777777777773,0.5
25,0.3055555555555555,0.3055555555555555,0.5
26,0.08333333333333333,0.7222222222222222,0.27777777777777773
27,0.5833333333333334,0.7222222222222222,0.0
28,0.611111111111111,0.3055555555555555,0.19444444444444442
29,0.25,0.4166666666666667,0.5
30,0.47222222222222215,0.5277777777777778,0.3611111111111111
31,0.611111111111111,0.38888888888888884,0.27777777777777773
32,0.611111111111111,0.5277777777777778,0.19444444444444442
33,0.25,0.3611111111111111,0.6388888888888888
34,0.5555555555555555,0.4444444444444444,0.25
35,0.3333333333333333,0.5,0.4166666666666667
36,0.08333333333333333,0.0,0.9166666666666666
37,0.611111111111111,0.3333333333333333,0.3055555555555555
38,0.16666666666666666,0.25,0.75
39,0.47222222222222215,0.47222222222222215,0.25
