PID,object,location,object_and_location
0,0.9166666666666666,0.6944444444444443,0.0
1,0.3055555555555555,0.2222222222222222,0.6944444444444443
2,0.27777777777777773,0.4166666666666667,0.4166666666666667
3,0.6388888888888888,0.5277777777777778,0.3611111111111111
4,0.6666666666666666,0.5833333333333334,0.3333333333333333
5,0.9166666666666666,0.8055555555555555,0.0
6,0.9166666666666666,0.8055555555555555,0.0
7,0.25,0.47222222222222215,0.3611111111111111
8,0.8333333333333334,0.8333333333333334,0.0
9,0.5277777777777778,0.27777777777777773,0.19444444444444442
10,0.6944444444444443,0.47222222222222215,0.1111111111111111
11,0.9166666666666666,0.9166666666666666,0.0
12,0.8333333333333334,0.5,0.08333333333333333
13,1.0,0.4444444444444444,0.0
14,0.7222222222222222,0.5277777777777778,0.27777777777777773
15,0.16666666666666666,0.08333333333333333,0.75
16,0.9166666666666666,0.8055555555555555,0.0
17,1.0,1.0,0.0
18,0.7777777777777777,0.7777777777777777,0.0
19,0.8333333333333334,0.3333333333333333,0.16666666666666666
20,0.7222222222222222,0.5833333333333334,0.19444444444444442
21,0.6666666666666666,0.6666666666666666,0.2222222222222222
22,0.9166666666666666,0.75,0.0
23,0.8333333333333334,0.6666666666666666,0.08333333333333333
24,0.75,0.6388888888888888,0.16666666666666666
25,0.16666666666666666,0.16666666666666666,0.75
26,0.8055555555555555,0.6666666666666666,0.08333333333333333
27,0.611111111111111,0.49999999999999994,0.16666666666666666
28,0.9166666666666666,0.5555555555555555,0.0
29,0.611111111111111,0.8055555555555555,0.0
30,0.4166666666666667,0.4166666666666667,0.5833333333333334
31,0.8055555555555555,0.7222222222222222,0.0
32,0.5833333333333334,0.611111111111111,0.2222222222222222
33,0.5277777777777778,0.8888888888888888,0.0
34,0.8333333333333334,0.611111111111111,0.0
35,0.6388888888888888,0.5277777777777778,0.16666666666666666
36,1.0,0.6666666666666666,0.0
37,0.6944444444444443,0.7222222222222222,0.08333333333333333
38,0.8888888888888888,0.5,0.1111111111111111
39,0.8888888888888888,0.7777777777777777,0.1111111111111111
40,0.3611111111111111,0.27777777777777773,0.5555555555555555
41,0.5833333333333334,0.47222222222222215,0.3333333333333333
