PID,object,location,object_and_location
0,0.6944444444444443,0.7777777777777777,0.1111111111111111
1,0.2222222222222222,0.2222222222222222,0.6666666666666666
2,0.5833333333333333,0.4166666666666667,0.3333333333333333
3,0.5,0.16666666666666666,0.4166666666666667
4,0.5833333333333334,0.611111111111111,0.19444444444444442
5,0.6388888888888888,0.8055555555555555,0.0
6,1.0,0.8888888888888888,0.0
7,0.08333333333333333,0.5277777777777778,0.38888888888888884
8,0.7777777777777777,0.7777777777777777,0.0
9,0.6944444444444443,0.611111111111111,0.19444444444444442
10,0.4444444444444444,0.6944444444444443,0.3055555555555555
11,0.5833333333333334,0.4166666666666667,0.3055555555555555
12,0.3333333333333333,0.8888888888888888,0.0
13,0.7222222222222222,0.5833333333333334,0.19444444444444442
14,0.3333333333333333,0.4166666666666667,0.5833333333333333
15,0.08333333333333333,0.08333333333333333,0.8333333333333334
16,0.6944444444444443,0.8055555555555555,0.0
17,0.8888888888888888,0.7777777777777777,0.0
18,0.5833333333333334,0.5833333333333334,0.16666666666666666
19,0.6666666666666666,0.0,0.3333333333333333
20,0.3055555555555555,0.49999999999999994,0.38888888888888884
21,0.8055555555555555,0.611111111111111,0.1111111111111111
22,0.5833333333333334,0.5833333333333334,0.2222222222222222
23,0.8055555555555555,0.611111111111111,0.08333333333333333
24,0.6666666666666666,0.611111111111111,0.2222222222222222
25,0.1111111111111111,0.4444444444444444,0.5555555555555555
26,0.38888888888888884,0.5555555555555555,0.2222222222222222
27,0.6944444444444443,0.6944444444444443,0.08333333333333333
28,0.4444444444444444,0.75,0.16666666666666666
29,0.9166666666666666,0.47222222222222215,0.0
30,0.0,0.2222222222222222,0.7777777777777777
31,0.6944444444444443,0.8055555555555555,0.19444444444444442
32,0.611111111111111,0.4444444444444444,0.38888888888888884
33,0.8055555555555555,0.611111111111111,0.1111111111111111
34,0.611111111111111,0.25,0.38888888888888884
35,0.5277777777777778,0.8333333333333334,0.16666666666666666
36,0.4444444444444444,0.7222222222222222,0.27777777777777773
37,0.6666666666666666,0.7777777777777777,0.1111111111111111
38,0.8333333333333334,0.5833333333333333,0.0
39,0.7222222222222222,0.7222222222222222,0.08333333333333333
40,0.3333333333333333,0.4444444444444444,0.5555555555555555
41,0.19444444444444442,0.3611111111111111,0.5555555555555555
