PID,object,location,object_and_location
0,0.75,0.9166666666666666,0.0
1,0.3333333333333333,0.3333333333333333,0.5833333333333334
2,0.6666666666666666,0.4166666666666667,0.16666666666666666
3,0.5,0.6944444444444443,0.2222222222222222
4,0.5555555555555555,0.6944444444444445,0.2222222222222222
5,0.8888888888888888,0.7777777777777777,0.0
6,1.0,0.8333333333333334,0.0
7,0.3611111111111111,0.5277777777777778,0.27777777777777773
8,1.0,0.611111111111111,0.0
9,0.4444444444444444,0.6388888888888888,0.19444444444444442
10,0.6388888888888888,0.7222222222222222,0.08333333333333333
11,0.7777777777777778,0.6666666666666666,0.1111111111111111
12,0.611111111111111,0.6944444444444443,0.19444444444444442
13,0.8888888888888888,0.6944444444444443,0.1111111111111111
14,0.0,0.0,1.0
15,0.2222222222222222,0.1111111111111111,0.7777777777777777
16,0.9166666666666666,0.8333333333333334,0.0
17,0.9166666666666666,0.8055555555555555,0.0
18,0.5833333333333334,0.6944444444444443,0.2222222222222222
19,0.8055555555555555,0.1111111111111111,0.19444444444444442
20,0.3333333333333333,0.5,0.25
21,1.0,0.75,0.0
22,0.7777777777777777,0.5,0.1111111111111111
23,0.9166666666666666,0.611111111111111,0.08333333333333333
24,0.9166666666666666,0.6666666666666666,0.0
25,0.5555555555555555,0.6666666666666666,0.25
26,1.0,0.47222222222222215,0.0
27,1.0,0.7222222222222222,0.0
28,0.5833333333333334,0.5,0.1111111111111111
29,0.9166666666666666,0.611111111111111,0.0
30,0.8888888888888888,0.6388888888888888,0.0
31,0.8055555555555555,0.8888888888888888,0.0
32,0.9166666666666666,0.5833333333333334,0.0
33,0.47222222222222215,0.611111111111111,0.19444444444444442
34,0.5833333333333334,0.4166666666666667,0.16666666666666666
35,1.0,0.6666666666666666,0.0
36,0.7777777777777777,0.4166666666666667,0.0
37,0.8055555555555555,0.5555555555555555,0.0
38,0.7777777777777777,0.8333333333333334,0.0
39,0.8055555555555555,0.6388888888888888,0.0
40,0.3055555555555555,0.6388888888888888,0.25
41,0.4444444444444444,0.4444444444444444,0.27777777777777773
